hit_id	length	cysteine_content	pfam_query_accession	pfam_query_name
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01010773.1.p1	1623	0.01	PF13857.9	Ank_5
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01010776.1.p1	1623	0.01	PF13857.9	Ank_5
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01010778.1.p1	1623	0.01	PF13857.9	Ank_5
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01010794.1.p1	1623	0.01	PF13857.9	Ank_5
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01010829.1.p1	1623	0.01	PF13857.9	Ank_5
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01010761.1.p1	1629	0.01	PF13857.9	Ank_5
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01010763.1.p1	1629	0.01	PF13857.9	Ank_5
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01010766.1.p1	1629	0.01	PF13857.9	Ank_5
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01010768.1.p1	1629	0.01	PF13857.9	Ank_5
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01010771.1.p1	1629	0.01	PF13857.9	Ank_5
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01010775.1.p1	1629	0.01	PF13857.9	Ank_5
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01010777.1.p1	1629	0.01	PF13857.9	Ank_5
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01010783.1.p1	1629	0.01	PF13857.9	Ank_5
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01010827.1.p1	1629	0.01	PF13857.9	Ank_5
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01010830.1.p1	1629	0.01	PF13857.9	Ank_5
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01044060.1.p1	2202	0.01	PF13857.9	Ank_5
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01071106.1.p1	1283	0.02	PF13857.9	Ank_5
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01043618.1.p1	1334	0.02	PF13857.9	Ank_5
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01033644.1.p1	1068	0.02	PF13857.9	Ank_5
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01044061.1.p1	5202	0.00	PF13857.9	Ank_5
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01022515.1.p1	1455	0.02	PF13857.9	Ank_5
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01037764.1.p1	660	0.01	PF13857.9	Ank_5
Crotalus_horridus_GBKC01_id_lcl|GBKC01000226.1_prot_JAG45844.1_1	2583	0.02	PF13857.9	Ank_5
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01035508.1.p1	2747	0.02	PF13857.9	Ank_5
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01036336.1.p1	1497	0.02	PF13857.9	Ank_5
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01013776.1.p1	866	0.03	PF13857.9	Ank_5
Pseudagkistrodon_rudis_GDKV01.transdecoder.pep_id_GDKV01042060.1.p1	1178	0.03	PF13857.9	Ank_5
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01034862.1.p1	1297	0.02	PF13857.9	Ank_5
Micrurus_fulvius_GAEP01_id_lcl|GAEP01001584.1_prot_JAB53237.1_1	1180	0.03	PF13857.9	Ank_5
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01011812.1.p1	1575	0.02	PF13857.9	Ank_5
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01003102.1.p1	1445	0.01	PF13857.9	Ank_5
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01001789.1.p1	1456	0.01	PF13857.9	Ank_5
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01060691.1.p1	652	0.02	PF13857.9	Ank_5
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01001982.1.p1	1750	0.01	PF13857.9	Ank_5
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01000553.1.p1	1761	0.01	PF13857.9	Ank_5
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01006982.1.p1	1797	0.01	PF13857.9	Ank_5
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01007552.1.p1	1808	0.01	PF13857.9	Ank_5
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01037361.1.p1	880	0.03	PF13857.9	Ank_5
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01043808.1.p1	1212	0.02	PF13857.9	Ank_5
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01043809.1.p1	1212	0.02	PF13857.9	Ank_5
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01043811.1.p1	1212	0.02	PF13857.9	Ank_5
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01038089.1.p1	1087	0.02	PF13857.9	Ank_5
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01033652.1.p1	575	0.01	PF13857.9	Ank_5
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01014757.1.p1	988	0.02	PF13857.9	Ank_5
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01054262.1.p1	508	0.03	PF13857.9	Ank_5
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01016519.1.p1	677	0.03	PF13857.9	Ank_5
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01003548.1.p1	1396	0.01	PF13857.9	Ank_5
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01003549.1.p1	1396	0.01	PF13857.9	Ank_5
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01003550.1.p1	1396	0.01	PF13857.9	Ank_5
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01003551.1.p1	1396	0.01	PF13857.9	Ank_5
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01003552.1.p1	1396	0.01	PF13857.9	Ank_5
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01003553.1.p1	1396	0.01	PF13857.9	Ank_5
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01031134.1.p1	622	0.03	PF13857.9	Ank_5
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01037362.1.p1	726	0.03	PF13857.9	Ank_5
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01020020.1.p1	487	0.03	PF13857.9	Ank_5
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01036702.1.p1	1053	0.02	PF13857.9	Ank_5
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01036700.1.p1	1095	0.02	PF13857.9	Ank_5
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01020824.1.p1	673	0.02	PF13857.9	Ank_5
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01006967.1.p1	1403	0.01	PF13857.9	Ank_5
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01006968.1.p1	1403	0.01	PF13857.9	Ank_5
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01006969.1.p1	1403	0.01	PF13857.9	Ank_5
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01006970.1.p1	1403	0.01	PF13857.9	Ank_5
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01029955.1.p1	958	0.02	PF13857.9	Ank_5
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01007222.1.p1	885	0.01	PF13857.9	Ank_5
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01007090.1.p1	1298	0.01	PF13857.9	Ank_5
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01007212.1.p1	972	0.02	PF13857.9	Ank_5
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01007221.1.p1	940	0.01	PF13857.9	Ank_5
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01007225.1.p1	1040	0.01	PF13857.9	Ank_5
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01015903.1.p1	655	0.02	PF13857.9	Ank_5
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01000644.1.p2	634	0.02	PF13857.9	Ank_5
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01002792.1.p1	1412	0.01	PF13857.9	Ank_5
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01007223.1.p1	1127	0.01	PF13857.9	Ank_5
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01006330.1.p1	967	0.02	PF13857.9	Ank_5
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01007224.1.p1	1095	0.01	PF13857.9	Ank_5
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01041440.1.p1	735	0.02	PF13857.9	Ank_5
Pseudagkistrodon_rudis_GDKV01.transdecoder.pep_id_GDKV01051942.1.p1	758	0.02	PF13857.9	Ank_5
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01012620.1.p1	1007	0.03	PF13857.9	Ank_5
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01010812.1.p1	811	0.02	PF13857.9	Ank_5
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01000045.1.p1	604	0.01	PF13857.9	Ank_5
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01015479.1.p1	688	0.01	PF13857.9	Ank_5
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01008322.1.p1	1402	0.01	PF13857.9	Ank_5
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01003557.1.p1	1402	0.01	PF13857.9	Ank_5
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01014463.1.p1	839	0.02	PF13857.9	Ank_5
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01039702.1.p2	364	0.02	PF13857.9	Ank_5
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01032459.1.p1	1027	0.02	PF13857.9	Ank_5
Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01026180.1.p1	413	0.00	PF13857.9	Ank_5
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01034554.1.p1	573	0.02	PF13637.9	Ank_4
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01000314.1.p1	1360	0.01	PF13857.9	Ank_5
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01003071.1.p1	932	0.02	PF13857.9	Ank_5
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01023448.1.p1	799	0.02	PF13857.9	Ank_5
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01034212.1.p2	400	0.03	PF13857.9	Ank_5
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01035121.1.p1	890	0.02	PF13637.9	Ank_4
Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01020479.1.p1	415	0.01	PF13637.9	Ank_4
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01012541.1.p1	514	0.03	PF13637.9	Ank_4
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01000257.1.p1	1148	0.03	PF13857.9	Ank_5
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01007585.1.p1	1064	0.02	PF13857.9	Ank_5
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01005154.1.p1	829	0.00	PF13857.9	Ank_5
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01032623.1.p1	1169	0.03	PF13857.9	Ank_5
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01069315.1.p1	518	0.03	PF13637.9	Ank_4
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01050148.1.p1	531	0.01	PF13857.9	Ank_5
Crotalus_horridus_GAAZ01_id_lcl|GAAZ01000169.1_prot_JAA97774.1_1	1168	0.03	PF13857.9	Ank_5
Crotalus_horridus_GBKC01_id_lcl|GBKC01000239.1_prot_JAG45831.1_1	1168	0.03	PF13857.9	Ank_5
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01033728.1.p2	372	0.03	PF13637.9	Ank_4
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01021942.1.p1	2099	0.02	PF13857.9	Ank_5
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01004236.1.p1	1022	0.02	PF13857.9	Ank_5
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01036894.1.p1	454	0.02	PF13637.9	Ank_4
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01045012.1.p1	601	0.02	PF13637.9	Ank_4
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01033636.1.p1	991	0.04	PF13637.9	Ank_4
Micrurus_fulvius_GAEP01_id_lcl|GAEP01000811.1_prot_JAB54010.1_1	1759	0.01	PF13857.9	Ank_5
Diadromus_collaris_GAPR01.transdecoder.pep_id_GAPR01021232.1.p1	384	0.02	PF13637.9	Ank_4
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01032975.1.p1	789	0.02	PF13857.9	Ank_5
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01004747.1.p1	1356	0.01	PF13857.9	Ank_5
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01000644.1.p1	693	0.02	PF13637.9	Ank_4
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01008536.1.p1	1378	0.01	PF13857.9	Ank_5
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01001071.1.p1	1387	0.01	PF13857.9	Ank_5
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01033637.1.p1	889	0.04	PF13637.9	Ank_4
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01033640.1.p1	889	0.04	PF13637.9	Ank_4
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01033641.1.p1	889	0.04	PF13637.9	Ank_4
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01000638.1.p1	331	0.02	PF13637.9	Ank_4
Boiga_irregularis_GBSH01_id_lcl|GBSH01002225.1_prot_JAG66801.1_1	788	0.02	PF13637.9	Ank_4
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01065813.1.p1	612	0.01	PF13857.9	Ank_5
Crotalus_horridus_GBKD01_id_lcl|GBKD01000138.1_prot_JAG47480.1_1	778	0.01	PF13637.9	Ank_4
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01036699.1.p1	748	0.01	PF13857.9	Ank_5
Crotalus_horridus_GAAZ01_id_lcl|GAAZ01002018.1_prot_JAA95925.1_1	788	0.01	PF13637.9	Ank_4
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01052346.1.p1	387	0.02	PF13637.9	Ank_4
Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01022297.1.p1	447	0.01	PF13637.9	Ank_4
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01018506.1.p1	1129	0.03	PF13637.9	Ank_4
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01006392.1.p1	305	0.02	PF13637.9	Ank_4
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01008721.1.p1	1342	0.01	PF13857.9	Ank_5
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01008722.1.p1	1342	0.01	PF13857.9	Ank_5
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01008723.1.p1	1342	0.01	PF13857.9	Ank_5
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01008724.1.p1	1342	0.01	PF13857.9	Ank_5
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01008725.1.p1	1342	0.01	PF13857.9	Ank_5
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01008726.1.p1	1342	0.01	PF13857.9	Ank_5
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01008727.1.p1	1342	0.01	PF13857.9	Ank_5
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01000772.1.p1	1342	0.01	PF13857.9	Ank_5
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01006008.1.p1	1342	0.01	PF13857.9	Ank_5
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01006009.1.p1	1342	0.01	PF13857.9	Ank_5
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01006010.1.p1	1342	0.01	PF13857.9	Ank_5
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01006011.1.p1	1342	0.01	PF13857.9	Ank_5
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01006014.1.p1	1342	0.01	PF13857.9	Ank_5
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01006015.1.p1	1342	0.01	PF13857.9	Ank_5
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01006016.1.p1	1342	0.01	PF13857.9	Ank_5
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01008395.1.p1	1342	0.01	PF13857.9	Ank_5
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01027509.1.p1	533	0.02	PF13637.9	Ank_4
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01019526.1.p1	519	0.02	PF13637.9	Ank_4
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01039984.1.p1	412	0.02	PF13637.9	Ank_4
Psyttalia_concolor_GCDX01.transdecoder.pep_id_GCDX01010408.1.p1	1128	0.03	PF13637.9	Ank_4
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01018666.1.p1	484	0.02	PF13637.9	Ank_4
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01008166.1.p1	893	0.02	PF13637.9	Ank_4
Pseudagkistrodon_rudis_GDKV01.transdecoder.pep_id_GDKV01004495.1.p1	520	0.02	PF13637.9	Ank_4
Agkistrodon_contortrix_contortrix_GDAY02_id_lcl|GDAY02001981.1_prot_JAV49451.1_1	788	0.02	PF13637.9	Ank_4
Crotalus_horridus_GBKC01_id_lcl|GBKC01000229.1_prot_JAG45841.1_1	1056	0.03	PF12796.10	Ank_2
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01017800.1.p1	389	0.03	PF13857.9	Ank_5
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01037453.1.p1	916	0.01	PF13857.9	Ank_5
Psyttalia_concolor_GCDX01.transdecoder.pep_id_GCDX01005193.1.p1	356	0.01	PF12796.10	Ank_2
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01003532.1.p1	1323	0.02	PF13857.9	Ank_5
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01003199.1.p1	1137	0.00	PF13637.9	Ank_4
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01000752.1.p1	856	0.02	PF13637.9	Ank_4
Diadromus_collaris_GAPR01.transdecoder.pep_id_GAPR01032416.1.p1	223	0.01	PF13637.9	Ank_4
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01038099.1.p2	530	0.03	PF13637.9	Ank_4
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01012667.1.p1	621	0.02	PF13637.9	Ank_4
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01058906.1.p1	672	0.04	PF12796.10	Ank_2
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01033728.1.p1	437	0.03	PF12796.10	Ank_2
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01034212.1.p1	437	0.03	PF12796.10	Ank_2
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01023704.1.p1	1035	0.01	PF13637.9	Ank_4
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01056761.1.p1	715	0.02	PF13857.9	Ank_5
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01060286.1.p1	580	0.02	PF13857.9	Ank_5
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01010732.1.p1	277	0.01	PF13637.9	Ank_4
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01005710.1.p1	397	0.01	PF13637.9	Ank_4
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01038305.1.p2	304	0.02	PF12796.10	Ank_2
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01038308.1.p4	304	0.02	PF12796.10	Ank_2
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01004135.1.p1	326	0.03	PF12796.10	Ank_2
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01038310.1.p1	837	0.02	PF12796.10	Ank_2
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01009140.1.p1	1215	0.00	PF13637.9	Ank_4
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01033634.1.p1	915	0.02	PF13637.9	Ank_4
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01006744.1.p1	523	0.02	PF13637.9	Ank_4
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01019092.1.p1	550	0.03	PF12796.10	Ank_2
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01023702.1.p1	1136	0.01	PF13637.9	Ank_4
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01023703.1.p1	1143	0.01	PF13637.9	Ank_4
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01000035.1.p1	1099	0.00	PF12796.10	Ank_2
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01020082.1.p1	701	0.02	PF12796.10	Ank_2
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01030480.1.p1	726	0.04	PF12796.10	Ank_2
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01007549.1.p1	1151	0.00	PF12796.10	Ank_2
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01007402.1.p1	1178	0.01	PF12796.10	Ank_2
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01021040.1.p1	304	0.02	PF12796.10	Ank_2
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01007965.1.p1	354	0.02	PF12796.10	Ank_2
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01001112.1.p1	1183	0.01	PF13637.9	Ank_4
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01001219.1.p1	1183	0.01	PF13637.9	Ank_4
Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01013686.1.p1	651	0.01	PF12796.10	Ank_2
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01000960.1.p1	884	0.01	PF12796.10	Ank_2
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01010252.1.p1	1688	0.01	PF12796.10	Ank_2
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01025211.1.p1	854	0.02	PF13857.9	Ank_5
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01073477.1.p1	817	0.03	PF12796.10	Ank_2
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01012361.1.p1	584	0.02	PF12796.10	Ank_2
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01069288.1.p1	641	0.01	PF13637.9	Ank_4
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01020036.1.p1	501	0.03	PF12796.10	Ank_2
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01000836.1.p1	512	0.03	PF13637.9	Ank_4
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01036351.1.p1	629	0.01	PF13606.9	Ank_3
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01019354.1.p1	318	0.01	PF12796.10	Ank_2
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01033548.1.p1	386	0.01	PF12796.10	Ank_2
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01028851.1.p1	285	0.02	PF12796.10	Ank_2
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01015972.1.p1	665	0.02	PF13637.9	Ank_4
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01022549.1.p1	331	0.04	PF12796.10	Ank_2
Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01007252.1.p1	464	0.01	PF13637.9	Ank_4
Micrurus_fulvius_GAEP01_id_lcl|GAEP01000129.1_prot_JAB54692.1_1	783	0.02	PF12796.10	Ank_2
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01036493.1.p1	537	0.04	PF12796.10	Ank_2
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01031134.1.p2	345	0.03	PF12796.10	Ank_2
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01019861.1.p1	330	0.02	PF12796.10	Ank_2
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01059227.1.p1	493	0.04	PF12796.10	Ank_2
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01016519.1.p2	392	0.04	PF12796.10	Ank_2
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01060841.1.p3	257	0.02	PF13637.9	Ank_4
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01023333.1.p1	543	0.01	PF13637.9	Ank_4
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01040577.1.p1	593	0.03	PF12796.10	Ank_2
Scolopocryptops_sexspinosus_GHBZ01.transdecoder.pep_id_GHBZ01001377.1.p1	624	0.03	PF12796.10	Ank_2
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01054932.1.p1	346	0.02	PF12796.10	Ank_2
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01007857.1.p1	441	0.02	PF12796.10	Ank_2
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01004909.1.p1	702	0.03	PF12796.10	Ank_2
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01042586.1.p1	265	0.02	PF12796.10	Ank_2
Diadromus_collaris_GAPR01.transdecoder.pep_id_GAPR01025370.1.p1	401	0.02	PF13857.9	Ank_5
Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01000821.1.p1	733	0.02	PF13857.9	Ank_5
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01000361.1.p1	669	0.02	PF13637.9	Ank_4
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01029982.1.p1	363	0.02	PF13857.9	Ank_5
Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01009600.1.p1	309	0.02	PF13857.9	Ank_5
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01001379.1.p1	447	0.01	PF01937.22	ARMT1-like_dom
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01046440.1.p1	457	0.02	PF01937.22	ARMT1-like_dom
Psyttalia_concolor_GCDX01.transdecoder.pep_id_GCDX01002914.1.p1	460	0.02	PF01937.22	ARMT1-like_dom
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01006017.1.p1	299	0.02	PF01937.22	ARMT1-like_dom
