"","protein_id","length","cysteine_content","accession_hit","sequence_identity","alignment_length","evalue","bit_score","accession_hit_description","Ref_L","Ratio","Ref_length","Plot","nb_hits","Outlier"
"110","Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01048169.1.p1",140,0.0857142857142857,"P25687",0.345,69,0.0002458,42,"Toxin MIT1 (MIT 1) (Black mamba intestinal toxin 1) (Black mamba venom protein A)",81,1.7283950617284,81,"Plot 6",8,"Yes"
"111","Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01011436.1.p1",1475,0.0677966101694915,"B1B5J0",0.585,40,2.405e-06,48,"OMEGA-stichotoxin-Shd4a (OMEGA-SHTX-Shd4a) (EGF-like peptide SHTX V) (SHTX-5)",86,17.1511627906977,86,"Plot 6",8,"Yes"
"112","Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01002298.1.p1",382,0.159685863874346,"A0A2R4SV19",0.518,64,2.884e-12,65,"Venom serine protease inhibitor (AcVSPI) (VSPI) (Allergen Api m 6-like peptide)",87,4.39080459770115,87,"Plot 7",139,"Yes"
"113","Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01007681.1.p1",384,0.158854166666667,"A0A2R4SV19",0.518,64,2.884e-12,65,"Venom serine protease inhibitor (AcVSPI) (VSPI) (Allergen Api m 6-like peptide)",87,4.41379310344828,87,"Plot 7",139,"Yes"
"114","KAG0416192.1",380,0.0631578947368421,"A0A2R4SV19",0.487,64,7.197e-11,61,"Venom serine protease inhibitor (AcVSPI) (VSPI) (Allergen Api m 6-like peptide)",87,4.36781609195402,87,"Plot 7",139,"Yes"
"115","MAA16381.1",313,0.0926517571884984,"A0A2R4SV19",0.419,59,5.6e-06,47,"Venom serine protease inhibitor (AcVSPI) (VSPI) (Allergen Api m 6-like peptide)",87,3.59770114942529,87,"Plot 7",139,"Yes"
"116","KAH6924452.1",325,0.0646153846153846,"A0A2R4SV19",0.408,59,2.798e-05,45,"Venom serine protease inhibitor (AcVSPI) (VSPI) (Allergen Api m 6-like peptide)",87,3.73563218390805,87,"Plot 7",139,"Yes"
"117","Hadronyche_infensa_HACE01.transdecoder.pep_id_HACE01000076.1.p1",137,0.0583941605839416,"W4VRV7",0.424,90,5.176e-14,70,"Toxin ICK-42",87,1.57471264367816,87,"Plot 7",6,"Yes"
"118","KAH8034687.1",261,0.0421455938697318,"Q4U4N3",0.346,78,5.832e-06,47,"Alpha-latrotoxin-associated low molecular weight protein-2 (Alpha-latrotoxin-associated LMWP2) (Latrodectin-2)",88,2.96590909090909,88,"Plot 7",16,"Yes"
"119","KAH8034686.1",237,0.0421940928270042,"Q4U4N3",0.445,53,1.303e-05,46,"Alpha-latrotoxin-associated low molecular weight protein-2 (Alpha-latrotoxin-associated LMWP2) (Latrodectin-2)",88,2.69318181818182,88,"Plot 7",16,"Yes"
"120","KAG0427593.1",244,0.0450819672131147,"P0DPW3",0.418,56,6.506e-05,44,"U-scoloptoxin(01)-Tl1a (U-SLPTX(01)-Tl1a)",88,2.77272727272727,88,"Plot 7",5,"Yes"
"121","JAC30523.1",137,0.0802919708029197,"Q86RQ7",0.347,77,6.071e-06,47,"Venom peptide BmKAPI (Ascaris-type protease inhibitor) (BmAPI) (Putative anticoagulant peptide BmAP1)",89,1.53932584269663,89,"Plot 7",6,"Yes"
"122","Crotalus_horridus_GBKD01_id_lcl|GBKD01001494.1_prot_JAG46124.1_1",138,0.101449275362319,"P0DUN4",0.741,113,1.871e-49,172,"Acidic phospholipase A2 braziliase-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)",92,1.5,92,"Plot 8",46,"Yes"
"123","Crotalus_horridus_GDBD01_id_lcl|GDBD01000040.1_prot_JAS04858.1_1",138,0.101449275362319,"P0DUN4",0.741,113,1.871e-49,172,"Acidic phospholipase A2 braziliase-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)",92,1.5,92,"Plot 8",46,"Yes"
"124","Crotalus_horridus_GBKD01_id_lcl|GBKD01001496.1_prot_JAG46122.1_1",138,0.101449275362319,"P0DUN4",0.727,113,4.615e-48,168,"Acidic phospholipase A2 braziliase-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)",92,1.5,92,"Plot 8",46,"Yes"
"125","Crotalus_horridus_GDBD01_id_lcl|GDBD01000042.1_prot_JAS04856.1_1",138,0.101449275362319,"P0DUN4",0.727,113,4.615e-48,168,"Acidic phospholipase A2 braziliase-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)",92,1.5,92,"Plot 8",46,"Yes"
"126","Crotalus_horridus_GBKD01_id_lcl|GBKD01001492.1_prot_JAG46126.1_1",138,0.101449275362319,"P0DUN4",0.735,113,9.291e-49,170,"Acidic phospholipase A2 braziliase-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)",92,1.5,92,"Plot 8",46,"Yes"
"127","Crotalus_horridus_GBKD01_id_lcl|GBKD01001493.1_prot_JAG46125.1_1",138,0.101449275362319,"P0DUN4",0.735,113,9.291e-49,170,"Acidic phospholipase A2 braziliase-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)",92,1.5,92,"Plot 8",46,"Yes"
"128","Crotalus_horridus_GDBD01_id_lcl|GDBD01000038.1_prot_JAS04860.1_1",138,0.101449275362319,"P0DUN4",0.735,113,9.291e-49,170,"Acidic phospholipase A2 braziliase-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)",92,1.5,92,"Plot 8",46,"Yes"
"129","Crotalus_horridus_GBKD01_id_lcl|GBKD01001497.1_prot_JAG46121.1_1",138,0.101449275362319,"P0DUN4",0.735,113,9.291e-49,170,"Acidic phospholipase A2 braziliase-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)",92,1.5,92,"Plot 8",46,"Yes"
"130","Crotalus_horridus_GDBD01_id_lcl|GDBD01000039.1_prot_JAS04859.1_1",138,0.101449275362319,"P0DUN4",0.735,113,9.291e-49,170,"Acidic phospholipase A2 braziliase-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)",92,1.5,92,"Plot 8",46,"Yes"
"131","Crotalus_horridus_GDBD01_id_lcl|GDBD01000043.1_prot_JAS04855.1_1",138,0.101449275362319,"P0DUN4",0.735,113,9.291e-49,170,"Acidic phospholipase A2 braziliase-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)",92,1.5,92,"Plot 8",46,"Yes"
"132","Sistrurus_tergeminus_GDBI01_id_lcl|GDBI01000057.1_prot_JAS05310.1_1",138,0.101449275362319,"P0DUN4",0.695,113,2.81e-45,160,"Acidic phospholipase A2 braziliase-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)",92,1.5,92,"Plot 8",46,"Yes"
"133","Sistrurus_tergeminus_GDBI01_id_lcl|GDBI01000059.1_prot_JAS05308.1_1",138,0.101449275362319,"P0DUN4",0.695,113,2.81e-45,160,"Acidic phospholipase A2 braziliase-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)",92,1.5,92,"Plot 8",46,"Yes"
"134","Sistrurus_tergeminus_GDBI01_id_lcl|GDBI01000060.1_prot_JAS05307.1_1",138,0.101449275362319,"P0DUN4",0.698,113,2.81e-45,160,"Acidic phospholipase A2 braziliase-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)",92,1.5,92,"Plot 8",46,"Yes"
"135","Bothrops_atrox_GEDR01_id_lcl|GEDR01000079.1_prot_JAV01883.1_1",138,0.101449275362319,"P0DUN4",0.758,113,3.404e-51,177,"Acidic phospholipase A2 braziliase-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)",92,1.5,92,"Plot 8",46,"Yes"
"136","Agkistrodon_contortrix_contortrix_GDAY02_id_lcl|GDAY02001785.1_prot_JAV51450.1_1",138,0.101449275362319,"P0DUN4",0.695,113,2.81e-45,160,"Acidic phospholipase A2 braziliase-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)",92,1.5,92,"Plot 8",46,"Yes"
"137","Sistrurus_miliarius_barbouri_GDBJ01_id_lcl|GDBJ01000042.1_prot_JAS05447.1_1",138,0.101449275362319,"P0DUN4",0.704,113,5.657e-46,162,"Acidic phospholipase A2 braziliase-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)",92,1.5,92,"Plot 8",46,"Yes"
"138","Sistrurus_miliarius_barbouri_GDBJ01_id_lcl|GDBJ01000045.1_prot_JAS05444.1_1",138,0.101449275362319,"P0DUN4",0.704,113,5.657e-46,162,"Acidic phospholipase A2 braziliase-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)",92,1.5,92,"Plot 8",46,"Yes"
"139","Agkistrodon_conanti_GJUI01.transdecoder.pep_id_GJUI01000034.1.p1",138,0.101449275362319,"P0DUN4",0.699,111,1.396e-44,158,"Acidic phospholipase A2 braziliase-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)",92,1.5,92,"Plot 8",46,"Yes"
"140","Agkistrodon_conanti_GDAZ01_id_lcl|GDAZ01000064.1_prot_JAS04489.1_1",138,0.101449275362319,"P0DUN4",0.699,111,1.396e-44,158,"Acidic phospholipase A2 braziliase-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)",92,1.5,92,"Plot 8",46,"Yes"
"141","Agkistrodon_conanti_GDAZ01_id_lcl|GDAZ01000065.1_prot_JAS04488.1_1",138,0.101449275362319,"P0DUN4",0.699,111,1.396e-44,158,"Acidic phospholipase A2 braziliase-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)",92,1.5,92,"Plot 8",46,"Yes"
"142","Sistrurus_miliarius_barbouri_GDBJ01_id_lcl|GDBJ01000041.1_prot_JAS05448.1_1",138,0.101449275362319,"P0DUN4",0.704,113,5.657e-46,162,"Acidic phospholipase A2 braziliase-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)",92,1.5,92,"Plot 8",46,"Yes"
"143","Sistrurus_miliarius_barbouri_GDBJ01_id_lcl|GDBJ01000043.1_prot_JAS05446.1_1",138,0.101449275362319,"P0DUN4",0.707,113,2.538e-46,163,"Acidic phospholipase A2 braziliase-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)",92,1.5,92,"Plot 8",46,"Yes"
"144","Sistrurus_miliarius_barbouri_GDBJ01_id_lcl|GDBJ01000044.1_prot_JAS05445.1_1",138,0.101449275362319,"P0DUN4",0.698,113,2.81e-45,160,"Acidic phospholipase A2 braziliase-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)",92,1.5,92,"Plot 8",46,"Yes"
"145","Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01004899.1.p1",139,0.100719424460432,"P0DUN4",0.717,113,2.292e-47,166,"Acidic phospholipase A2 braziliase-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)",92,1.51086956521739,92,"Plot 8",46,"Yes"
"146","Crotalus_horridus_GBKD01_id_lcl|GBKD01001495.1_prot_JAG46123.1_1",138,0.101449275362319,"P0DUN4",0.711,113,1.139e-46,164,"Acidic phospholipase A2 braziliase-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)",92,1.5,92,"Plot 8",46,"Yes"
"147","Crotalus_horridus_GDBD01_id_lcl|GDBD01000041.1_prot_JAS04857.1_1",138,0.101449275362319,"P0DUN4",0.711,113,1.139e-46,164,"Acidic phospholipase A2 braziliase-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)",92,1.5,92,"Plot 8",46,"Yes"
"148","Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003432.1.p1",138,0.101449275362319,"P0DUN4",0.73,113,2.071e-48,169,"Acidic phospholipase A2 braziliase-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)",92,1.5,92,"Plot 8",46,"Yes"
"149","Bothrops_atrox_GEDR01_id_lcl|GEDR01000082.1_prot_JAV01880.1_1",138,0.101449275362319,"P0DUN4",0.712,113,1.139e-46,164,"Acidic phospholipase A2 braziliase-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)",92,1.5,92,"Plot 8",46,"Yes"
"150","Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003513.1.p1",139,0.100719424460432,"P0DUN4",0.772,112,6.854e-52,179,"Acidic phospholipase A2 braziliase-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)",92,1.51086956521739,92,"Plot 8",46,"Yes"
"151","Crotalus_horridus_GBKC01_id_lcl|GBKC01002425.1_prot_JAG43645.1_1",138,0.101449275362319,"P0DUN4",0.696,113,2.81e-45,160,"Acidic phospholipase A2 braziliase-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)",92,1.5,92,"Plot 8",46,"Yes"
"152","Crotalus_horridus_GBKC01_id_lcl|GBKC01002426.1_prot_JAG43644.1_1",138,0.101449275362319,"P0DUN4",0.708,113,2.538e-46,163,"Acidic phospholipase A2 braziliase-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)",92,1.5,92,"Plot 8",46,"Yes"
"153","Crotalus_horridus_GBKC01_id_lcl|GBKC01002427.1_prot_JAG43643.1_1",138,0.101449275362319,"P0DUN4",0.696,113,2.81e-45,160,"Acidic phospholipase A2 braziliase-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)",92,1.5,92,"Plot 8",46,"Yes"
"154","Crotalus_horridus_GBKC01_id_lcl|GBKC01002424.1_prot_JAG43646.1_1",138,0.101449275362319,"P0DUN4",0.704,113,5.657e-46,162,"Acidic phospholipase A2 braziliase-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)",92,1.5,92,"Plot 8",46,"Yes"
"155","Crotalus_horridus_GAAZ01_id_lcl|GAAZ01003063.1_prot_JAA94880.1_1",138,0.101449275362319,"P0DUN4",0.704,113,5.657e-46,162,"Acidic phospholipase A2 braziliase-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)",92,1.5,92,"Plot 8",46,"Yes"
"156","Crotalus_oreganus_helleri_GAKR01_id_lcl|GAKR01000013.1_prot_JAA97972.1_1",138,0.101449275362319,"P0DUN4",0.717,110,1.261e-45,161,"Acidic phospholipase A2 braziliase-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)",92,1.5,92,"Plot 8",46,"Yes"
"157","Crotalus_oreganus_helleri_GAKQ01_id_lcl|GAKQ01000024.1_prot_JAA97945.1_1",138,0.101449275362319,"P0DUN4",0.717,110,1.261e-45,161,"Acidic phospholipase A2 braziliase-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)",92,1.5,92,"Plot 8",46,"Yes"
"158","Crotalus_oreganus_helleri_GAKS01_id_lcl|GAKS01000025.1_prot_JAA97991.1_1",138,0.101449275362319,"P0DUN4",0.717,110,1.261e-45,161,"Acidic phospholipase A2 braziliase-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)",92,1.5,92,"Plot 8",46,"Yes"
"159","Crotalus_oreganus_helleri_GAKR01_id_lcl|GAKR01000014.1_prot_JAA97971.1_1",138,0.101449275362319,"P0DUN4",0.671,113,7.683e-43,153,"Acidic phospholipase A2 braziliase-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)",92,1.5,92,"Plot 8",46,"Yes"
"160","Crotalus_horridus_GAAZ01_id_lcl|GAAZ01003060.1_prot_JAA94883.1_1",138,0.101449275362319,"P0DUN4",0.615,110,1.423e-36,135,"Acidic phospholipase A2 braziliase-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)",92,1.5,92,"Plot 8",46,"Yes"
"161","Crotalus_horridus_GAAZ01_id_lcl|GAAZ01003061.1_prot_JAA94882.1_1",138,0.101449275362319,"P0DUN4",0.629,107,1.423e-36,135,"Acidic phospholipase A2 braziliase-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)",92,1.5,92,"Plot 8",46,"Yes"
"162","Crotalus_horridus_GBKC01_id_lcl|GBKC01002431.1_prot_JAG43639.1_1",138,0.101449275362319,"P0DUN4",0.615,110,1.423e-36,135,"Acidic phospholipase A2 braziliase-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)",92,1.5,92,"Plot 8",46,"Yes"
"163","Crotalus_horridus_GBKC01_id_lcl|GBKC01002432.1_prot_JAG43638.1_1",138,0.101449275362319,"P0DUN4",0.616,110,1.423e-36,135,"Acidic phospholipase A2 braziliase-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)",92,1.5,92,"Plot 8",46,"Yes"
"164","Crotalus_horridus_GAAZ01_id_lcl|GAAZ01003064.1_prot_JAA94879.1_1",138,0.101449275362319,"P0DUN4",0.621,108,3.173e-36,134,"Acidic phospholipase A2 braziliase-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)",92,1.5,92,"Plot 8",46,"Yes"
"165","Crotalus_horridus_GBKC01_id_lcl|GBKC01002433.1_prot_JAG43637.1_1",138,0.101449275362319,"P0DUN4",0.609,110,7.074e-36,133,"Acidic phospholipase A2 braziliase-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)",92,1.5,92,"Plot 8",46,"Yes"
"166","Crotalus_horridus_GBKC01_id_lcl|GBKC01002434.1_prot_JAG43636.1_1",138,0.0942028985507246,"P0DUN4",0.615,110,1.423e-36,135,"Acidic phospholipase A2 braziliase-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)",92,1.5,92,"Plot 8",46,"Yes"
"167","Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000092.1.p2",139,0.100719424460432,"P0DUN4",0.639,110,1.158e-38,141,"Acidic phospholipase A2 braziliase-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)",92,1.51086956521739,92,"Plot 8",46,"Yes"
"168","Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01046420.1.p2",198,0.0808080808080808,"P0CJ14",0.476,71,3.746e-12,65,"Venom protein 302",93,2.12903225806452,93,"Plot 8",89,"Yes"
"169","Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01022817.1.p1",829,0.136308805790109,"P0CJ14",0.473,72,3.746e-12,65,"Venom protein 302",93,8.91397849462366,93,"Plot 8",89,"Yes"
"170","Scolopocryptops_sexspinosus_GHBZ01.transdecoder.pep_id_GHBZ01001145.1.p1",896,0.135044642857143,"P0CJ14",0.433,73,4.643e-10,59,"Venom protein 302",93,9.63440860215054,93,"Plot 8",89,"Yes"
"171","Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01042455.1.p2",186,0.0913978494623656,"P0CJ14",0.438,72,4.643e-10,59,"Venom protein 302",93,2,93,"Plot 8",89,"Yes"
"172","Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01042270.1.p1",198,0.0909090909090909,"P0CJ14",0.46,75,1.678e-12,66,"Venom protein 302",93,2.12903225806452,93,"Plot 8",89,"Yes"
"173","Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01042273.1.p1",198,0.0909090909090909,"P0CJ14",0.46,75,1.678e-12,66,"Venom protein 302",93,2.12903225806452,93,"Plot 8",89,"Yes"
"174","Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01040436.1.p1",191,0.0785340314136126,"P0CJ14",0.529,46,1.428e-06,49,"Venom protein 302",93,2.05376344086022,93,"Plot 8",89,"Yes"
"175","KAH8037157.1",209,0.138755980861244,"P0CJ14",0.403,57,0.000176,43,"Venom protein 302",93,2.24731182795699,93,"Plot 8",89,"Yes"
"176","MAA16415.1",1458,0.131001371742112,"P0DM55",0.436,75,9.714e-11,61,"Venom peptide SjAPI (Ascaris-type protease inhibitor)",94,15.5106382978723,94,"Plot 8",216,"Yes"
"177","JAP82586.1",1458,0.131001371742112,"P0DM55",0.477,62,2.412e-09,57,"Venom peptide SjAPI (Ascaris-type protease inhibitor)",94,15.5106382978723,94,"Plot 8",216,"Yes"
"178","Trove_AA_105195",1518,0.0882740447957839,"P0DM55",0.551,57,1.949e-11,63,"Venom peptide SjAPI (Ascaris-type protease inhibitor)",94,16.1489361702128,94,"Plot 8",216,"Yes"
"179","Trove_AA_49411",1796,0.0918708240534521,"P0DM55",0.551,57,1.949e-11,63,"Venom peptide SjAPI (Ascaris-type protease inhibitor)",94,19.1063829787234,94,"Plot 8",216,"Yes"
"180","MBY08423.1",1318,0.0963581183611533,"P0DM55",0.542,57,4.351e-11,62,"Venom peptide SjAPI (Ascaris-type protease inhibitor)",94,14.0212765957447,94,"Plot 8",216,"Yes"
"181","JAP86864.1",1891,0.0898995240613432,"P0DM55",0.531,57,2.169e-10,60,"Venom peptide SjAPI (Ascaris-type protease inhibitor)",94,20.1170212765957,94,"Plot 8",216,"Yes"
"182","KAH6922786.1",1936,0.0898760330578512,"P0DM55",0.531,57,2.169e-10,60,"Venom peptide SjAPI (Ascaris-type protease inhibitor)",94,20.5957446808511,94,"Plot 8",216,"Yes"
"183","Trove_AA_170556",1119,0.096514745308311,"P0DM55",0.39,68,1.485e-06,49,"Venom peptide SjAPI (Ascaris-type protease inhibitor)",94,11.9042553191489,94,"Plot 8",216,"Yes"
"184","Trove_AA_188993",1164,0.095360824742268,"P0DM55",0.39,68,1.485e-06,49,"Venom peptide SjAPI (Ascaris-type protease inhibitor)",94,12.3829787234043,94,"Plot 8",216,"Yes"
"185","Trove_AA_25972",1200,0.0933333333333333,"P0DM55",0.39,68,1.485e-06,49,"Venom peptide SjAPI (Ascaris-type protease inhibitor)",94,12.7659574468085,94,"Plot 8",216,"Yes"
"186","Trove_AA_33024",1282,0.0975039001560062,"P0DM55",0.39,68,1.485e-06,49,"Venom peptide SjAPI (Ascaris-type protease inhibitor)",94,13.6382978723404,94,"Plot 8",216,"Yes"
"187","Trove_AA_201946",1353,0.1019955654102,"P0DM55",0.39,68,1.485e-06,49,"Venom peptide SjAPI (Ascaris-type protease inhibitor)",94,14.3936170212766,94,"Plot 8",216,"Yes"
"188","Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01065065.1.p1",1561,0.08263933376041,"P0DM55",0.375,70,3.313e-06,48,"Venom peptide SjAPI (Ascaris-type protease inhibitor)",94,16.6063829787234,94,"Plot 8",216,"Yes"
"189","Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01052440.1.p1",1713,0.0758902510215995,"P0DM55",0.448,56,3.313e-06,48,"Venom peptide SjAPI (Ascaris-type protease inhibitor)",94,18.2234042553191,94,"Plot 8",216,"Yes"
"190","Scolopocryptops_sexspinosus_GHBZ01.transdecoder.pep_id_GHBZ01001430.1.p1",194,0.0463917525773196,"P0DQG7",0.31,103,1.391e-07,52,"U-scoloptoxin(16)-Er13a (U-SLPTX(16)-Er13a)",95,2.0421052631579,95,"Plot 8",98,"Yes"
"191","Scolopendra_morsitans_GHKQ01.transdecoder.pep_id_GHKQ01000484.1.p1",165,0.0545454545454545,"P0DQG7",0.377,72,1.544e-06,49,"U-scoloptoxin(16)-Er13a (U-SLPTX(16)-Er13a)",95,1.73684210526316,95,"Plot 8",98,"Yes"
"192","Scolopendra_morsitans_GHKQ01.transdecoder.pep_id_GHKQ01000476.1.p1",146,0.0616438356164384,"P0DQG7",0.37,72,3.444e-06,48,"U-scoloptoxin(16)-Er13a (U-SLPTX(16)-Er13a)",95,1.53684210526316,95,"Plot 8",98,"Yes"
"193","MDC7211136.1",155,0.0580645161290323,"P0DQG7",0.349,70,0.0001896,43,"U-scoloptoxin(16)-Er13a (U-SLPTX(16)-Er13a)",95,1.63157894736842,95,"Plot 8",98,"Yes"
"194","MOY37915.1",155,0.0580645161290323,"P0DQG7",0.349,70,0.0001896,43,"U-scoloptoxin(16)-Er13a (U-SLPTX(16)-Er13a)",95,1.63157894736842,95,"Plot 8",98,"Yes"
"195","Mulenga_Aam-29733",160,0.05,"P0DQG7",0.35,69,0.0001896,43,"U-scoloptoxin(16)-Er13a (U-SLPTX(16)-Er13a)",95,1.68421052631579,95,"Plot 8",98,"Yes"
"196","Aam-29733",160,0.05,"P0DQG7",0.35,69,0.0001896,43,"U-scoloptoxin(16)-Er13a (U-SLPTX(16)-Er13a)",95,1.68421052631579,95,"Plot 8",98,"Yes"
"197","JAC28558.1",178,0.0674157303370786,"Q8JFE6",0.33,79,3.963e-05,45,"Prokineticin Bm8-a (Prokineticin Bv8-like peptide 1) (Bv8-LP1)",96,1.85416666666667,96,"Plot 9",12,"Yes"
"198","Trove_AA_69328",199,0.050251256281407,"Q5Y4U4",0.422,82,1.077e-11,64,"U8-agatoxin-Ao1a (U8-AGTX-Ao1a) (AgorTX_B6)",99,2.01010101010101,99,"Plot 9",16,"Yes"
"199","KAH7933722.1",192,0.0677083333333333,"Q5Y4U4",0.414,82,2.403e-11,63,"U8-agatoxin-Ao1a (U8-AGTX-Ao1a) (AgorTX_B6)",99,1.93939393939394,99,"Plot 9",16,"Yes"
"200","GBXQ01000238.1.p2",282,0.00354609929078014,"P0CI94",0.29,95,9.852e-05,44,"Glycine-rich protein",99,2.84848484848485,99,"Plot 9",7,"Yes"
"201","NOV53147.1",155,0.0709677419354839,"Q8MTX1",0.358,64,0.001201,41,"U3-aranetoxin-Ce1a (U3-AATX-Ce1a) (Neurotoxic peptide caeron)",102,1.51960784313725,102,"Plot 10",16,"Yes"
"202","Mulenga_Aam-1042136",202,0.0445544554455446,"L0GCW8",0.381,66,2.384e-05,46,"Toxin-like protein 14",104,1.94230769230769,104,"Plot 10",43,"Yes"
"203","Aam-1042136",202,0.0445544554455446,"L0GCW8",0.381,66,2.384e-05,46,"Toxin-like protein 14",104,1.94230769230769,104,"Plot 10",43,"Yes"
"204","JAP77576.1",240,0.0333333333333333,"L0GCW8",0.366,66,0.0001176,44,"Toxin-like protein 14",104,2.30769230769231,104,"Plot 10",43,"Yes"
"205","Vipera_aspis_GIJB01.transdecoder.pep_id_GIJB01000593.1.p1",231,0.0346320346320346,"P0DJL4",0.495,129,2.161e-31,121,"Snaclec VP12 subunit A",107,2.1588785046729,107,"Plot 10",33,"Yes"
"206","KAH6931514.1",192,0.0833333333333333,"P0DQE9",0.393,77,2.003e-08,55,"U-scoloptoxin(19)-Sm1a (U-SLPTX(19)-Sm1a)",107,1.79439252336449,107,"Plot 10",14,"Yes"
"207","MCL6769602.1",227,0.0572687224669604,"P0DQE7",0.496,69,3.009e-12,66,"U-scoloptoxin(18)-Er1a (U-SLPTX(18)-Er1a)",107,2.1214953271028,107,"Plot 10",137,"Yes"
"208","MCL6770244.1",191,0.0680628272251309,"P0DQE7",0.481,69,1.493e-11,64,"U-scoloptoxin(18)-Er1a (U-SLPTX(18)-Er1a)",107,1.78504672897196,107,"Plot 10",137,"Yes"
"209","Scolopendra_morsitans_GHKQ01.transdecoder.pep_id_GHKQ01000529.1.p1",184,0.0597826086956522,"P0DQE7",0.505,63,3.324e-11,63,"U-scoloptoxin(18)-Er1a (U-SLPTX(18)-Er1a)",107,1.7196261682243,107,"Plot 10",137,"Yes"
