Species,Cat,protein_id,toxin_hit,accession_hit_description,Toxin_hit_cat
Ixodes scapularis,Ticks,GHJT01P.1_id_MOY37915.1,P0DQG7,U-scoloptoxin(16)-Er13a (U-SLPTX(16)-Er13a),Cysteine rich protein
Ixodes scapularis,Ticks,GKHW01.1_id_MDC7211136.1,P0DQG7,U-scoloptoxin(16)-Er13a (U-SLPTX(16)-Er13a),Cysteine rich protein
Ixodes scapularis,Ticks,GCA_000208615.1_JCVI_ISG_i3_1.0_id_EEC08933.1,P0DQT8,Defensin BmKDfsin2,Cysteine rich protein
Ixodes scapularis,Ticks,GHJT01P.1_id_MOY44623.1,P0DQT8,Defensin BmKDfsin2,Cysteine rich protein
Ixodes scapularis,Ticks,GCA_000208615.1_JCVI_ISG_i3_1.0_id_EEC08761.1,Q2XXQ7,Cysteine-rich venom protein VAR8 (CRVP) (Cysteine-rich secretory protein VAR8) (CRISP-VAR8),Cysteine rich protein
Ixodes scapularis,Ticks,GHJT01P.1_id_MOY39915.1,P0CV91,Peroxiredoxin-4 (EC 1.11.1.24) (Thioredoxin-dependent peroxiredoxin 4),Cysteine-dependent peroxidase
Ixodes scapularis,Ticks,GHJT01P.1_id_MOY39620.1,P0CV91,Peroxiredoxin-4 (EC 1.11.1.24) (Thioredoxin-dependent peroxiredoxin 4),Cysteine-dependent peroxidase
Ixodes scapularis,Ticks,GHJT01P.1_id_MOY42738.1,Q8AY75,Calglandulin,Endothelial growth factor
Ixodes scapularis,Ticks,GKHW01.1_id_MDC7210379.1,Q4PMX3,Ixodegrin-like peptide (Platelet aggregation inhibitor) (PAI) (Tick anti-thrombosis peptide),Ixodegrin
Ixodes scapularis,Ticks,GKHW01.1_id_MDC7210375.1,Q4PMX3,Ixodegrin-like peptide (Platelet aggregation inhibitor) (PAI) (Tick anti-thrombosis peptide),Ixodegrin
Ixodes scapularis,Ticks,GCA_000208615.1_JCVI_ISG_i3_1.0_id_EEC11935.1,P85031,Techylectin-like protein,Lectin
Ixodes scapularis,Ticks,GHJT01P.1_id_MOY43615.1,P85031,Techylectin-like protein,Lectin
Ixodes scapularis,Ticks,GHJT01P.1_id_MOY43920.1,Q66S03,Galactose-specific lectin nattectin (CTL),Lectin
Ixodes scapularis,Ticks,GHJT01P.1_id_MOY39514.1,A0A6B9KZ40,Actin depolymerising venom protein gelsolin 1,Metalloproteinase
Ixodes scapularis,Ticks,GHJT01P.1_id_MOY42301.1,P0DM62,Astacin-like metalloprotease toxin 5 (EC 3.4.24.-) (Loxosceles astacin-like protease 5) (LALP5),Metalloproteinase
Ixodes scapularis,Ticks,GHJT01P.1_id_MOY38462.1,Q25338,Delta-latroinsectotoxin-Lt1a (Delta-LIT-Lt1a) (Delta-latroinsectotoxin) (Delta-LIT),Neurotoxin
Ixodes scapularis,Ticks,GHJT01P.1_id_MOY36410.1,P0DI84,L-amino-acid oxidase (LAO) (VAA-LAAO I) (EC 1.4.3.2),Oxidase
Ixodes scapularis,Ticks,GHJT01P.1_id_MOY41961.1,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II],Protease inhibitor
Ixodes scapularis,Ticks,GCA_000208615.1_JCVI_ISG_i3_1.0_id_EEC02351.1,Q58L90,Venom prothrombin activator omicarin-C non-catalytic subunit (vPA) (Venom coagulation factor Va-like protein) [Cleaved into: Omicarin-C non-catalytic subunit heavy chain; Omicarin-C non-catalytic subunit light chain],prothrombin activator
Ixodes scapularis,Ticks,GHJT01P.1_id_MOY41135.1,Q58L90,Venom prothrombin activator omicarin-C non-catalytic subunit (vPA) (Venom coagulation factor Va-like protein) [Cleaved into: Omicarin-C non-catalytic subunit heavy chain; Omicarin-C non-catalytic subunit light chain],prothrombin activator
Ixodes scapularis,Ticks,GCA_000208615.1_JCVI_ISG_i3_1.0_id_EEC13394.1,D9IFL3,Anticoagulant protein rhipilin-1,Rhipilin
Ixodes scapularis,Ticks,GHJT01P.1_id_MOY36018.1,Q8MQS8,Venom serine protease 34 (SP34) (EC 3.4.21.-) (allergen Api m 7),Serine protease 
Ixodes scapularis,Ticks,GCA_000208615.1_JCVI_ISG_i3_1.0_id_EEC12873.1,A0A3G5BID2,U-Kazal-Dg21.2,Serine protease inhibitor
Ixodes scapularis,Ticks,GKHW01.1_id_MDC7208553.1,P0C1X2,Kunitz-type conkunitzin-S1 (Conk-S1),Serine protease inhibitor
Ixodes scapularis,Ticks,GKHW01.1_id_MDC7208552.1,P0C1X2,Kunitz-type conkunitzin-S1 (Conk-S1),Serine protease inhibitor
Ixodes scapularis,Ticks,GKHW01.1_id_MDC7208551.1,P0C1X2,Kunitz-type conkunitzin-S1 (Conk-S1),Serine protease inhibitor
Ixodes scapularis,Ticks,GKHW01.1_id_MDC7213540.1,D8VNT0,Ryncolin-4,Veficolin
Ornithodoros turicata,Ticks,GGLE01.1_id_MBY09979.1,A0A1U9VX91,Glycerotoxin paralog 1 (GLTx paralog 1),Neurotoxin
Ornithodoros turicata,Ticks,GGLE01.1_id_MBY07227.1,A0A1U9VX91,Glycerotoxin paralog 1 (GLTx paralog 1),Neurotoxin
Ornithodoros turicata,Ticks,GGLE01.1_id_MBY04659.1,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II],Protease inhibitor
Ornithodoros turicata,Ticks,GGLE01.1_id_MBY08423.1,P0DM55,Venom peptide SjAPI (Ascaris-type protease inhibitor),Protease inhibitor
Ornithodoros turicata,Ticks,GGLE01.1_id_MBY06832.1,P0DM56,Venom peptide SjAPI-2 (Ascaris-type protease inhibitor-2),Protease inhibitor
Ornithodoros turicata,Ticks,GGLE01.1_id_MBY09192.1,Q58L90,Venom prothrombin activator omicarin-C non-catalytic subunit (vPA) (Venom coagulation factor Va-like protein) [Cleaved into: Omicarin-C non-catalytic subunit heavy chain; Omicarin-C non-catalytic subunit light chain],prothrombin activator
Rhipicephalus appendiculatus,Ticks,GEDV01.1_id_JAP87934.1,P0DQT8,Defensin BmKDfsin2,Cysteine rich protein
Rhipicephalus appendiculatus,Ticks,GEDV01.1_id_JAP80811.1,P0DQT8,Defensin BmKDfsin2,Cysteine rich protein
Rhipicephalus appendiculatus,Ticks,GEDV01.1_id_JAP80812.1,P0DQT8,Defensin BmKDfsin2,Cysteine rich protein
Rhipicephalus appendiculatus,Ticks,GEDV01.1_id_JAP82666.1,P0CV91,Peroxiredoxin-4 (EC 1.11.1.24) (Thioredoxin-dependent peroxiredoxin 4),Cysteine-dependent peroxidase
Rhipicephalus appendiculatus,Ticks,GEDV01.1_id_JAP86763.1,Q8AY75,Calglandulin,Endothelial growth factor
Rhipicephalus appendiculatus,Ticks,GEDV01.1_id_JAP84699.1,P85031,Techylectin-like protein,Lectin
Rhipicephalus appendiculatus,Ticks,GEDV01.1_id_JAP82915.1,Q25338,Delta-latroinsectotoxin-Lt1a (Delta-LIT-Lt1a) (Delta-latroinsectotoxin) (Delta-LIT),Neurotoxin
Rhipicephalus appendiculatus,Ticks,GEDV01.1_id_JAP80805.1,A5X2X1,Fused toxin protein,Other
Rhipicephalus appendiculatus,Ticks,GEDV01.1_id_JAP77576.1,L0GCW8,Toxin-like protein 14,Other
Rhipicephalus appendiculatus,Ticks,GEDV01.1_id_JAP79825.1,P86468,Toxin Bcs III 15.09,Other
Rhipicephalus appendiculatus,Ticks,GEDV01.1_id_JAP76438.1,P0DI84,L-amino-acid oxidase (LAO) (VAA-LAAO I) (EC 1.4.3.2),Oxidase
Rhipicephalus appendiculatus,Ticks,GEDV01.1_id_JAP79172.1,P0DI84,L-amino-acid oxidase (LAO) (VAA-LAAO I) (EC 1.4.3.2),Oxidase
Rhipicephalus appendiculatus,Ticks,GEDV01.1_id_JAP86864.1,P0DM55,Venom peptide SjAPI (Ascaris-type protease inhibitor),Protease inhibitor
Rhipicephalus appendiculatus,Ticks,GEDV01.1_id_JAP82586.1,P0DM55,Venom peptide SjAPI (Ascaris-type protease inhibitor),Protease inhibitor
Rhipicephalus appendiculatus,Ticks,GEDV01.1_id_JAP78161.1,Q58L90,Venom prothrombin activator omicarin-C non-catalytic subunit (vPA) (Venom coagulation factor Va-like protein) [Cleaved into: Omicarin-C non-catalytic subunit heavy chain; Omicarin-C non-catalytic subunit light chain],prothrombin activator
Rhipicephalus appendiculatus,Ticks,GEDV01.1_id_JAP82847.1,P0C8M2,Serine proteinase-like BMK-CBP,Serine protease
Rhipicephalus appendiculatus,Ticks,GEDV01.1_id_JAP80609.1,B2BS84,Putative Kunitz-type serine protease inhibitor,Serine protease inhibitor
Rhipicephalus appendiculatus,Ticks,GEDV01.1_id_JAP86729.1,P0CH75,Kunitz-type serine protease inhibitor hainantoxin F7-25.66 (Peptide F7-25.66),Serine protease inhibitor
Rhipicephalus appendiculatus,Ticks,GEDV01.1_id_JAP86730.1,P0CH75,Kunitz-type serine protease inhibitor hainantoxin F7-25.66 (Peptide F7-25.66),Serine protease inhibitor
Rhipicephalus microplus,Ticks,GCA_013339725.1_BIME_Rmic_1.3_id_KAH8036593.1,Q75WF2,Plancitoxin-1 (EC 3.1.22.1) (Plancitoxin I) (Plan-I) [Cleaved into: Plancitoxin-1 subunit alpha; Plancitoxin-1 subunit beta],Cytotoxin
Rhipicephalus microplus,Ticks,GCA_013339725.1_BIME_Rmic_1.3_id_KAH8041052.1,Q8AY75,Calglandulin,Endothelial growth factor
Rhipicephalus microplus,Ticks,GCA_013339725.1_BIME_Rmic_1.3_id_KAH8029788.1,G4V4G1,Insulin-like growth factor-binding protein-related protein 1 (IGFBP-rP1),IGFBP
Rhipicephalus microplus,Ticks,GCA_013339725.1_BIME_Rmic_1.3_id_KAH8023076.1,Q66S03,Galactose-specific lectin nattectin (CTL),Lectin
Rhipicephalus microplus,Ticks,GCA_013339725.1_BIME_Rmic_1.3_id_KAH8035284.1,J3RZ81,Putative endothelial lipase (EC 3.1.1.3),Lipase
Rhipicephalus microplus,Ticks,GCA_013339725.1_BIME_Rmic_1.3_id_KAH8035285.1,J3RZ81,Putative endothelial lipase (EC 3.1.1.3),Lipase
Rhipicephalus microplus,Ticks,GCA_013339725.1_BIME_Rmic_1.3_id_KAH8040742.1,J3RZ81,Putative endothelial lipase (EC 3.1.1.3),Lipase
Rhipicephalus microplus,Ticks,GCA_013339725.1_BIME_Rmic_1.3_id_KAH8039201.1,J3SDX8,Putative lysosomal acid lipase/cholesteryl ester hydrolase (Acid cholesteryl ester hydrolase) (LAL) (EC 3.1.1.13) (Cholesteryl esterase) (Lipase A) (Sterol esterase),Lipase
Rhipicephalus microplus,Ticks,GCA_013339725.1_BIME_Rmic_1.3_id_KAH8022499.1,J3SDX8,Putative lysosomal acid lipase/cholesteryl ester hydrolase (Acid cholesteryl ester hydrolase) (LAL) (EC 3.1.1.13) (Cholesteryl esterase) (Lipase A) (Sterol esterase),Lipase
Rhipicephalus microplus,Ticks,GCA_013339725.1_BIME_Rmic_1.3_id_KAH8020446.1,C9D7R2,Astacin-like metalloprotease toxin 2 (EC 3.4.24.-) (Loxosceles astacin-like protease 2) (LALP2),Metalloproteinase
Rhipicephalus microplus,Ticks,GCA_013339725.1_BIME_Rmic_1.3_id_KAH8035345.1,U6BLN5,Venom metalloproteinase BumaMPs1 (MPs1) (EC 3.4.24.-) (Acid trehalase),Metalloproteinase
Rhipicephalus microplus,Ticks,GCA_013339725.1_BIME_Rmic_1.3_id_KAH8034907.1,W4VS99,Neprilysin-1 (EC 3.4.24.-),Metalloproteinase
Rhipicephalus microplus,Ticks,GCA_013339725.1_BIME_Rmic_1.3_id_KAH8034686.1,Q4U4N3,Alpha-latrotoxin-associated low molecular weight protein-2 (Alpha-latrotoxin-associated LMWP2) (Latrodectin-2),Neurotoxin
Rhipicephalus microplus,Ticks,GCA_013339725.1_BIME_Rmic_1.3_id_KAH8034687.1,Q4U4N3,Alpha-latrotoxin-associated low molecular weight protein-2 (Alpha-latrotoxin-associated LMWP2) (Latrodectin-2),Neurotoxin
Rhipicephalus microplus,Ticks,GCA_013339725.1_BIME_Rmic_1.3_id_KAH8037157.1,P0CJ14,Venom protein 302,Other
Rhipicephalus microplus,Ticks,GCA_013339725.1_BIME_Rmic_1.3_id_KAH8018782.1,P0DI84,L-amino-acid oxidase (LAO) (VAA-LAAO I) (EC 1.4.3.2),Oxidase
Rhipicephalus microplus,Ticks,GCA_013339725.1_BIME_Rmic_1.3_id_KAH8035669.1,Q6Q252,Phospholipase A1 1 (PLA1 1) (EC 3.1.1.32) (allergen Pol d 1),Phospholipase
Rhipicephalus microplus,Ticks,GCA_013339725.1_BIME_Rmic_1.3_id_KAH8009570.1,P0DM56,Venom peptide SjAPI-2 (Ascaris-type protease inhibitor-2),Protease inhibitor
Rhipicephalus microplus,Ticks,GCA_013339725.1_BIME_Rmic_1.3_id_KAH8032234.1,P0DM56,Venom peptide SjAPI-2 (Ascaris-type protease inhibitor-2),Protease inhibitor
Rhipicephalus sanguineus,Ticks,GCA_013339695.2_BIME_Rsan_1.4_id_KAH7939380.1,Q92035,Acetylcholinesterase (BfAChE) (EC 3.1.1.7),Acetylcholinesterase
Rhipicephalus sanguineus,Ticks,GCA_013339695.2_BIME_Rsan_1.4_id_KAH7936071.1,Q92035,Acetylcholinesterase (BfAChE) (EC 3.1.1.7),Acetylcholinesterase
Rhipicephalus sanguineus,Ticks,GCA_013339695.2_BIME_Rsan_1.4_id_KAH7987044.1,P85840,Venom allergen 5 (Antigen 5) (Cysteine-rich venom protein) (CRVP),Cysteine rich protein
Rhipicephalus sanguineus,Ticks,GCA_013339695.2_BIME_Rsan_1.4_id_KAH7943924.1,Q75WF2,Plancitoxin-1 (EC 3.1.22.1) (Plancitoxin I) (Plan-I) [Cleaved into: Plancitoxin-1 subunit alpha; Plancitoxin-1 subunit beta],Cytotoxin
Rhipicephalus sanguineus,Ticks,GCA_013339695.2_BIME_Rsan_1.4_id_KAH7976818.1,Q8AY75,Calglandulin,Endothelial growth factor
Rhipicephalus sanguineus,Ticks,GCA_013339695.2_BIME_Rsan_1.4_id_KAH7962973.1,P85031,Techylectin-like protein,Lectin
Rhipicephalus sanguineus,Ticks,GCA_013339695.2_BIME_Rsan_1.4_id_KAH7939105.1,J3SDX8,Putative lysosomal acid lipase/cholesteryl ester hydrolase (Acid cholesteryl ester hydrolase) (LAL) (EC 3.1.1.13) (Cholesteryl esterase) (Lipase A) (Sterol esterase),Lipase
Rhipicephalus sanguineus,Ticks,GCA_013339695.2_BIME_Rsan_1.4_id_KAH7939653.1,J3SDX8,Putative lysosomal acid lipase/cholesteryl ester hydrolase (Acid cholesteryl ester hydrolase) (LAL) (EC 3.1.1.13) (Cholesteryl esterase) (Lipase A) (Sterol esterase),Lipase
Rhipicephalus sanguineus,Ticks,GCA_013339695.2_BIME_Rsan_1.4_id_KAH7956471.1,P0DKM9,Turripeptide OL11-like,Neurotoxin
Rhipicephalus sanguineus,Ticks,GCA_013339695.2_BIME_Rsan_1.4_id_KAH7976861.1,J3S9D9,Reticulocalbin-2 (Taipoxin-associated calcium-binding protein 49 homolog),Other
Rhipicephalus sanguineus,Ticks,GCA_013339695.2_BIME_Rsan_1.4_id_KAH7973157.1,Q90YA8,Glutaminyl-peptide cyclotransferase (EC 2.3.2.5) (Glutaminyl cyclase) (QC) (Glutaminyl-tRNA cyclotransferase),other
Rhipicephalus sanguineus,Ticks,GCA_013339695.2_BIME_Rsan_1.4_id_KAH7943627.1,Q202J4,Dermonecrotic toxin SPH (EC 4.6.1.-) (Phospholipase D) (PLD) (Sphingomyelin phosphodiesterase D) (SMD) (SMase D) (Sphingomyelinase D),Phospholipase
Rhipicephalus sanguineus,Ticks,GCA_013339695.2_BIME_Rsan_1.4_id_KAH7943632.1,Q202J4,Dermonecrotic toxin SPH (EC 4.6.1.-) (Phospholipase D) (PLD) (Sphingomyelin phosphodiesterase D) (SMD) (SMase D) (Sphingomyelinase D),Phospholipase
Rhipicephalus sanguineus,Ticks,GCA_013339695.2_BIME_Rsan_1.4_id_KAH7935957.1,Q6Q252,Phospholipase A1 1 (PLA1 1) (EC 3.1.1.32) (allergen Pol d 1),Phospholipase
Rhipicephalus sanguineus,Ticks,GCA_013339695.2_BIME_Rsan_1.4_id_KAH7973024.1,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II],Protease inhibitor
Rhipicephalus sanguineus,Ticks,GCA_013339695.2_BIME_Rsan_1.4_id_KAH7961946.1,C9WMM5,Venom serine carboxypeptidase (EC 3.4.16.5) (allergen Api m 9),Serine carboxypeptidase
Rhipicephalus sanguineus,Ticks,GCA_013339695.2_BIME_Rsan_1.4_id_KAH7976662.1,C9WMM5,Venom serine carboxypeptidase (EC 3.4.16.5) (allergen Api m 9),Serine carboxypeptidase
Rhipicephalus sanguineus,Ticks,GCA_013339695.2_BIME_Rsan_1.4_id_KAH7952397.1,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme),Serine protease
Rhipicephalus sanguineus,Ticks,GCA_013339695.2_BIME_Rsan_1.4_id_KAH7938906.1,Q8WPI2,Boophilin-H2,Serine protease inhibitor
Rhipicephalus zambeziensis,Ticks,GFPF01P.1_id_MAA12009.1,P0DQT8,Defensin BmKDfsin2,Cysteine rich protein
Rhipicephalus zambeziensis,Ticks,GFPF01P.1_id_MAA12011.1,P0DQT8,Defensin BmKDfsin2,Cysteine rich protein
Rhipicephalus zambeziensis,Ticks,GFPF01P.1_id_MAA12010.1,P0DQT8,Defensin BmKDfsin2,Cysteine rich protein
Rhipicephalus zambeziensis,Ticks,GFPF01P.1_id_MAA21641.1,P0CV91,Peroxiredoxin-4 (EC 1.11.1.24) (Thioredoxin-dependent peroxiredoxin 4),Cysteine-dependent peroxidase
Rhipicephalus zambeziensis,Ticks,GFPF01P.1_id_MAA21640.1,P0CV91,Peroxiredoxin-4 (EC 1.11.1.24) (Thioredoxin-dependent peroxiredoxin 4),Cysteine-dependent peroxidase
Rhipicephalus zambeziensis,Ticks,GFPF01P.1_id_MAA12116.1,P85031,Techylectin-like protein,Lectin
Rhipicephalus zambeziensis,Ticks,GFPF01P.1_id_MAA21809.1,Q25338,Delta-latroinsectotoxin-Lt1a (Delta-LIT-Lt1a) (Delta-latroinsectotoxin) (Delta-LIT),Neurotoxin
Rhipicephalus zambeziensis,Ticks,GFPF01P.1_id_MAA16546.1,A5X2X1,Fused toxin protein,Other
Rhipicephalus zambeziensis,Ticks,GFPF01P.1_id_MAA16549.1,A5X2X1,Fused toxin protein,Other
Rhipicephalus zambeziensis,Ticks,GFPF01P.1_id_MAA23155.1,P0DI84,L-amino-acid oxidase (LAO) (VAA-LAAO I) (EC 1.4.3.2),Oxidase
Rhipicephalus zambeziensis,Ticks,GFPF01P.1_id_MAA23156.1,P0DI84,L-amino-acid oxidase (LAO) (VAA-LAAO I) (EC 1.4.3.2),Oxidase
Rhipicephalus zambeziensis,Ticks,GFPF01P.1_id_MAA16415.1,P0DM55,Venom peptide SjAPI (Ascaris-type protease inhibitor),Protease inhibitor
Rhipicephalus zambeziensis,Ticks,GFPF01P.1_id_MAA16420.1,P0DM56,Venom peptide SjAPI-2 (Ascaris-type protease inhibitor-2),Protease inhibitor
Rhipicephalus zambeziensis,Ticks,GFPF01P.1_id_MAA16419.1,P0DM56,Venom peptide SjAPI-2 (Ascaris-type protease inhibitor-2),Protease inhibitor
Rhipicephalus zambeziensis,Ticks,GFPF01P.1_id_MAA16460.1,Q86RQ7,Venom peptide BmKAPI (Ascaris-type protease inhibitor) (BmAPI) (Putative anticoagulant peptide BmAP1),Protease inhibitor
Rhipicephalus zambeziensis,Ticks,GFPF01P.1_id_MAA11567.1,B2BS84,Putative Kunitz-type serine protease inhibitor,Serine protease inhibitor
Rhipicephalus zambeziensis,Ticks,GFPF01P.1_id_MAA11566.1,P0CH75,Kunitz-type serine protease inhibitor hainantoxin F7-25.66 (Peptide F7-25.66),Serine protease inhibitor
Rhipicephalus zambeziensis,Ticks,GFPF01P.1_id_MAA11649.1,P0CH75,Kunitz-type serine protease inhibitor hainantoxin F7-25.66 (Peptide F7-25.66),Serine protease inhibitor
Rhipicephalus zambeziensis,Ticks,GFPF01P.1_id_MAA11606.1,P0CH75,Kunitz-type serine protease inhibitor hainantoxin F7-25.66 (Peptide F7-25.66),Serine protease inhibitor
Oryctolagus cuniculus,Mammal,All_sequences_Mulenga2020_id_tr|G1U677|G1U677_RABIT,A7X3W6,C-type lectin lectoxin-Enh2 (CTL),C-type Lectin
Oryctolagus cuniculus,Mammal,All_sequences_Mulenga2020_id_tr|G1SUE4|G1SUE4_RABIT,P81714,Cystatin,Cysteine protease inhibitor
Oryctolagus cuniculus,Mammal,All_sequences_Mulenga2020_id_tr|U3KNW8|U3KNW8_RABIT,Q2XXQ7,Cysteine-rich venom protein VAR8 (CRVP) (Cysteine-rich secretory protein VAR8) (CRISP-VAR8),Cysteine rich protein
Oryctolagus cuniculus,Mammal,All_sequences_Mulenga2020_id_tr|G1SXK2|G1SXK2_RABIT,Q2XXQ7,Cysteine-rich venom protein VAR8 (CRVP) (Cysteine-rich secretory protein VAR8) (CRISP-VAR8),Cysteine rich protein
Oryctolagus cuniculus,Mammal,All_sequences_Mulenga2020_id_tr|G1SG27|G1SG27_RABIT,Q2XXQ7,Cysteine-rich venom protein VAR8 (CRVP) (Cysteine-rich secretory protein VAR8) (CRISP-VAR8),Cysteine rich protein
Oryctolagus cuniculus,Mammal,All_sequences_Mulenga2020_id_tr|G1SKP9|G1SKP9_RABIT,Q2XXQ7,Cysteine-rich venom protein VAR8 (CRVP) (Cysteine-rich secretory protein VAR8) (CRISP-VAR8),Cysteine rich protein
Oryctolagus cuniculus,Mammal,All_sequences_Mulenga2020_id_tr|G1TEE0|G1TEE0_RABIT,P67863,Snake venom vascular endothelial growth factor toxin vammin (svVEGF) (VEGF-F),Endothelial growth factor
Oryctolagus cuniculus,Mammal,All_sequences_Mulenga2020_id_tr|G1T5K0|G1T5K0_RABIT,Q1HLC0,Hemolin (EC 3.4.21.-) (Lonomia obliqua Stuart factor activator) (Losac),Hemolin
Oryctolagus cuniculus,Mammal,All_sequences_Mulenga2020_id_tr|G1SVR4|G1SVR4_RABIT,P0DQV8,C-type isolectin Sp-CL4,Lectin
Oryctolagus cuniculus,Mammal,All_sequences_Mulenga2020_id_tr|G1U0U6|G1U0U6_RABIT,Q66S03,Galactose-specific lectin nattectin (CTL),Lectin
Oryctolagus cuniculus,Mammal,All_sequences_Mulenga2020_id_tr|G1SHX8|G1SHX8_RABIT,Q66S03,Galactose-specific lectin nattectin (CTL),Lectin
Oryctolagus cuniculus,Mammal,All_sequences_Mulenga2020_id_tr|G1TDU5|G1TDU5_RABIT,Q66S03,Galactose-specific lectin nattectin (CTL),Lectin
Oryctolagus cuniculus,Mammal,All_sequences_Mulenga2020_id_tr|G1TF09|G1TF09_RABIT,Q66S03,Galactose-specific lectin nattectin (CTL),Lectin
Oryctolagus cuniculus,Mammal,All_sequences_Mulenga2020_id_tr|G1SJC1|G1SJC1_RABIT,Q66S03,Galactose-specific lectin nattectin (CTL),Lectin
Oryctolagus cuniculus,Mammal,All_sequences_Mulenga2020_id_tr|G1SZ70|G1SZ70_RABIT,Q66S03,Galactose-specific lectin nattectin (CTL),Lectin
Oryctolagus cuniculus,Mammal,All_sequences_Mulenga2020_id_tr|G1T621|G1T621_RABIT,C9D7R2,Astacin-like metalloprotease toxin 2 (EC 3.4.24.-) (Loxosceles astacin-like protease 2) (LALP2),Metalloproteinase
Oryctolagus cuniculus,Mammal,All_sequences_Mulenga2020_id_tr|G1SFJ1|G1SFJ1_RABIT,C9D7R2,Astacin-like metalloprotease toxin 2 (EC 3.4.24.-) (Loxosceles astacin-like protease 2) (LALP2),Metalloproteinase
Oryctolagus cuniculus,Mammal,All_sequences_Mulenga2020_id_tr|G1SI46|G1SI46_RABIT,P0DM61,Astacin-like metalloprotease toxin 4 (EC 3.4.24.-) (Loxosceles astacin-like protease 4) (LALP4),Metalloproteinase
Oryctolagus cuniculus,Mammal,All_sequences_Mulenga2020_id_tr|G1SZM5|G1SZM5_RABIT,P0DM62,Astacin-like metalloprotease toxin 5 (EC 3.4.24.-) (Loxosceles astacin-like protease 5) (LALP5),Metalloproteinase
Oryctolagus cuniculus,Mammal,All_sequences_Mulenga2020_id_tr|U3KM24|U3KM24_RABIT,P0DM62,Astacin-like metalloprotease toxin 5 (EC 3.4.24.-) (Loxosceles astacin-like protease 5) (LALP5),Metalloproteinase
Oryctolagus cuniculus,Mammal,All_sequences_Mulenga2020_id_tr|G1TD94|G1TD94_RABIT,A0A1U9VX91,Glycerotoxin paralog 1 (GLTx paralog 1),Neurotoxin
Oryctolagus cuniculus,Mammal,All_sequences_Mulenga2020_id_tr|G1U546|G1U546_RABIT,P0DKM9,Turripeptide OL11-like,Neurotoxin
Oryctolagus cuniculus,Mammal,All_sequences_Mulenga2020_id_tr|G1SV72|G1SV72_RABIT,P0DKM9,Turripeptide OL11-like,Neurotoxin
Oryctolagus cuniculus,Mammal,All_sequences_Mulenga2020_id_tr|G1SVW2|G1SVW2_RABIT,P0DKM9,Turripeptide OL11-like,Neurotoxin
Oryctolagus cuniculus,Mammal,All_sequences_Mulenga2020_id_tr|G1SK79|G1SK79_RABIT,P84032,U24-ctenitoxin-Pn1a (U24-CNTX-Pn1a) (Venom protein PN16C3),Neurotoxin
Oryctolagus cuniculus,Mammal,All_sequences_Mulenga2020_id_tr|G1T6T1|G1T6T1_RABIT,Q2XXL4,Vespryn,Neurotoxin
Oryctolagus cuniculus,Mammal,All_sequences_Mulenga2020_id_tr|G1SZ36|G1SZ36_RABIT,P83234,Ohanin,Ohanin
Oryctolagus cuniculus,Mammal,All_sequences_Mulenga2020_id_tr|G1U545|G1U545_RABIT,P83234,Ohanin,Ohanin
Oryctolagus cuniculus,Mammal,All_sequences_Mulenga2020_id_tr|G1SJA7|G1SJA7_RABIT,P83234,Ohanin,Ohanin
Oryctolagus cuniculus,Mammal,All_sequences_Mulenga2020_id_tr|G1T9Z5|G1T9Z5_RABIT,P83234,Ohanin,Ohanin
Oryctolagus cuniculus,Mammal,All_sequences_Mulenga2020_id_tr|G1SNG6|G1SNG6_RABIT,P83234,Ohanin,Ohanin
Oryctolagus cuniculus,Mammal,All_sequences_Mulenga2020_id_tr|G1TUR6|G1TUR6_RABIT,P83234,Ohanin,Ohanin
Oryctolagus cuniculus,Mammal,All_sequences_Mulenga2020_id_tr|G1TFH9|G1TFH9_RABIT,P83234,Ohanin,Ohanin
Oryctolagus cuniculus,Mammal,All_sequences_Mulenga2020_id_tr|G1SCJ7|G1SCJ7_RABIT,P0CJ14,Venom protein 302,Other
Oryctolagus cuniculus,Mammal,All_sequences_Mulenga2020_id_tr|G1TBB1|G1TBB1_RABIT,P0DSL4,U-myrmeciitoxin(02)-Mg1a (MIITX(02)-Mg1a) (U-MIITX(02)-Mg1a),Other
Oryctolagus cuniculus,Mammal,All_sequences_Mulenga2020_id_tr|G1SF52|G1SF52_RABIT,P25687,Toxin MIT1 (MIT 1) (Black mamba intestinal toxin 1) (Black mamba venom protein A),Other
Oryctolagus cuniculus,Mammal,All_sequences_Mulenga2020_id_tr|G1TN89|G1TN89_RABIT,P86468,Toxin Bcs III 15.09,Other
Oryctolagus cuniculus,Mammal,All_sequences_Mulenga2020_id_tr|U3KPN0|U3KPN0_RABIT,P0DPS4,Basic phospholipase A2 Cc2-PLA2 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase),Phospholipase
