Clust_Ref,Clust_Seq,Seq_o,Rep_nb,Species,Clust_o,Clust_od
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01025719.1.p1_rep19,Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01025719.1.p1_rep19,Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01025719.1.p1,19,Ampulex_compressa,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01025719.1.p1_rep19,Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01025719.1.p1_rep2,Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01025719.1.p1,2,Ampulex_compressa,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01025719.1.p1_rep19,Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01025719.1.p1_rep6,Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01025719.1.p1,6,Ampulex_compressa,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01025719.1.p1_rep19,Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01025719.1.p1_rep8,Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01025719.1.p1,8,Ampulex_compressa,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01037663.1.p1,Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01037663.1.p1,Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01037663.1.p1,0,Ampulex_compressa,Q6T269,Kunitz-type serine protease inhibitor bitisilin-3 (Two-Kunitz protease inhibitor)
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01037666.1.p1,Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01037664.1.p1,Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01037664.1.p1,0,Ampulex_compressa,Q6T269,Kunitz-type serine protease inhibitor bitisilin-3 (Two-Kunitz protease inhibitor)
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01037666.1.p1,Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01037666.1.p1,Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01037666.1.p1,0,Ampulex_compressa,Q6T269,Kunitz-type serine protease inhibitor bitisilin-3 (Two-Kunitz protease inhibitor)
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01037666.1.p1,Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01037667.1.p1,Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01037667.1.p1,0,Ampulex_compressa,Q6T269,Kunitz-type serine protease inhibitor bitisilin-3 (Two-Kunitz protease inhibitor)
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01037666.1.p1,Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01037668.1.p1,Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01037668.1.p1,0,Ampulex_compressa,Q6T269,Kunitz-type serine protease inhibitor bitisilin-3 (Two-Kunitz protease inhibitor)
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01037666.1.p1,Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01037669.1.p1,Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01037669.1.p1,0,Ampulex_compressa,Q6T269,Kunitz-type serine protease inhibitor bitisilin-3 (Two-Kunitz protease inhibitor)
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01042270.1.p1,Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01042270.1.p1,Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01042270.1.p1,0,Ampulex_compressa,P0CJ14,Venom protein 302
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01042900.1.p1_rep7,Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01042900.1.p1,Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01042900.1.p1,0,Ampulex_compressa,P86092,Zinc metalloproteinase leucurolysin-B (Leuc-B) (EC 3.4.24.-) (Snake venom metalloproteinase) (SVMP)
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01042900.1.p1_rep7,Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01042900.1.p1_rep14,Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01042900.1.p1,14,Ampulex_compressa,P86092,Zinc metalloproteinase leucurolysin-B (Leuc-B) (EC 3.4.24.-) (Snake venom metalloproteinase) (SVMP)
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01042900.1.p1_rep7,Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01042900.1.p1_rep16,Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01042900.1.p1,16,Ampulex_compressa,P86092,Zinc metalloproteinase leucurolysin-B (Leuc-B) (EC 3.4.24.-) (Snake venom metalloproteinase) (SVMP)
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01042900.1.p1_rep7,Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01042900.1.p1_rep17,Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01042900.1.p1,17,Ampulex_compressa,P86092,Zinc metalloproteinase leucurolysin-B (Leuc-B) (EC 3.4.24.-) (Snake venom metalloproteinase) (SVMP)
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01042900.1.p1_rep7,Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01042900.1.p1_rep2,Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01042900.1.p1,2,Ampulex_compressa,P86092,Zinc metalloproteinase leucurolysin-B (Leuc-B) (EC 3.4.24.-) (Snake venom metalloproteinase) (SVMP)
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01042900.1.p1_rep7,Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01042900.1.p1_rep20,Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01042900.1.p1,20,Ampulex_compressa,P86092,Zinc metalloproteinase leucurolysin-B (Leuc-B) (EC 3.4.24.-) (Snake venom metalloproteinase) (SVMP)
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01042900.1.p1_rep7,Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01042900.1.p1_rep24,Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01042900.1.p1,24,Ampulex_compressa,P86092,Zinc metalloproteinase leucurolysin-B (Leuc-B) (EC 3.4.24.-) (Snake venom metalloproteinase) (SVMP)
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01042900.1.p1_rep7,Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01042900.1.p1_rep3,Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01042900.1.p1,3,Ampulex_compressa,P86092,Zinc metalloproteinase leucurolysin-B (Leuc-B) (EC 3.4.24.-) (Snake venom metalloproteinase) (SVMP)
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01042900.1.p1_rep7,Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01042900.1.p1_rep4,Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01042900.1.p1,4,Ampulex_compressa,P86092,Zinc metalloproteinase leucurolysin-B (Leuc-B) (EC 3.4.24.-) (Snake venom metalloproteinase) (SVMP)
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01042900.1.p1_rep7,Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01042900.1.p1_rep5,Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01042900.1.p1,5,Ampulex_compressa,P86092,Zinc metalloproteinase leucurolysin-B (Leuc-B) (EC 3.4.24.-) (Snake venom metalloproteinase) (SVMP)
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01042900.1.p1_rep7,Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01042900.1.p1_rep6,Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01042900.1.p1,6,Ampulex_compressa,P86092,Zinc metalloproteinase leucurolysin-B (Leuc-B) (EC 3.4.24.-) (Snake venom metalloproteinase) (SVMP)
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01042900.1.p1_rep7,Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01042900.1.p1_rep7,Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01042900.1.p1,7,Ampulex_compressa,P86092,Zinc metalloproteinase leucurolysin-B (Leuc-B) (EC 3.4.24.-) (Snake venom metalloproteinase) (SVMP)
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01042900.1.p1_rep7,Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01042900.1.p1_rep8,Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01042900.1.p1,8,Ampulex_compressa,P86092,Zinc metalloproteinase leucurolysin-B (Leuc-B) (EC 3.4.24.-) (Snake venom metalloproteinase) (SVMP)
Aspidelaps_scutatus_GHOC01.transdecoder.pep_id_GHOC01000780.1.p1,Aspidelaps_scutatus_GHOC01.transdecoder.pep_id_GHOC01000780.1.p1,Aspidelaps_scutatus_GHOC01.transdecoder.pep_id_GHOC01000780.1.p1,0,Aspidelaps_scutatus,F8J2B3,Long neurotoxin 13 (LNTX-13)
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01021613.1.p1_rep4,Boiga_irregularis_GBSH01_id_lcl|GBSH01000280.1_prot_JAG68744.1_1,Boiga_irregularis_GBSH01_id_lcl|GBSH01000280.1_prot_JAG68744.1_1,0,Boiga_irregularis,P0DV04,PI-stichotoxin-Hcr2n (PI-SHTX-Hcr2n) (Kunitz-type serine protease inhibitor HCGS1.19)
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01021613.1.p1_rep4,Boiga_irregularis_GBSH01_id_lcl|GBSH01000280.1_prot_JAG68744.1_1_rep18,Boiga_irregularis_GBSH01_id_lcl|GBSH01000280.1_prot_JAG68744.1_1,18,Boiga_irregularis,P0DV04,PI-stichotoxin-Hcr2n (PI-SHTX-Hcr2n) (Kunitz-type serine protease inhibitor HCGS1.19)
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01021613.1.p1_rep4,Boiga_irregularis_GBSH01_id_lcl|GBSH01000280.1_prot_JAG68744.1_1_rep2,Boiga_irregularis_GBSH01_id_lcl|GBSH01000280.1_prot_JAG68744.1_1,2,Boiga_irregularis,P0DV04,PI-stichotoxin-Hcr2n (PI-SHTX-Hcr2n) (Kunitz-type serine protease inhibitor HCGS1.19)
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01021613.1.p1_rep4,Boiga_irregularis_GBSH01_id_lcl|GBSH01000280.1_prot_JAG68744.1_1_rep23,Boiga_irregularis_GBSH01_id_lcl|GBSH01000280.1_prot_JAG68744.1_1,23,Boiga_irregularis,P0DV04,PI-stichotoxin-Hcr2n (PI-SHTX-Hcr2n) (Kunitz-type serine protease inhibitor HCGS1.19)
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01021613.1.p1_rep4,Boiga_irregularis_GBSH01_id_lcl|GBSH01000280.1_prot_JAG68744.1_1_rep4,Boiga_irregularis_GBSH01_id_lcl|GBSH01000280.1_prot_JAG68744.1_1,4,Boiga_irregularis,P0DV04,PI-stichotoxin-Hcr2n (PI-SHTX-Hcr2n) (Kunitz-type serine protease inhibitor HCGS1.19)
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01021613.1.p1_rep4,Boiga_irregularis_GBSH01_id_lcl|GBSH01000280.1_prot_JAG68744.1_1_rep6,Boiga_irregularis_GBSH01_id_lcl|GBSH01000280.1_prot_JAG68744.1_1,6,Boiga_irregularis,P0DV04,PI-stichotoxin-Hcr2n (PI-SHTX-Hcr2n) (Kunitz-type serine protease inhibitor HCGS1.19)
Micrurus_fulvius_GAEP01_id_lcl|GAEP01001746.1_prot_JAB53075.1_1_rep7,Boiga_irregularis_GBSH01_id_lcl|GBSH01002928.1_prot_JAG66099.1_1,Boiga_irregularis_GBSH01_id_lcl|GBSH01002928.1_prot_JAG66099.1_1,0,Boiga_irregularis,Q2XXL4,Vespryn
Micrurus_fulvius_GAEP01_id_lcl|GAEP01001746.1_prot_JAB53075.1_1_rep7,Boiga_irregularis_GBSH01_id_lcl|GBSH01002928.1_prot_JAG66099.1_1_rep2,Boiga_irregularis_GBSH01_id_lcl|GBSH01002928.1_prot_JAG66099.1_1,2,Boiga_irregularis,Q2XXL4,Vespryn
Micrurus_fulvius_GAEP01_id_lcl|GAEP01001746.1_prot_JAB53075.1_1_rep7,Boiga_irregularis_GBSH01_id_lcl|GBSH01002928.1_prot_JAG66099.1_1_rep4,Boiga_irregularis_GBSH01_id_lcl|GBSH01002928.1_prot_JAG66099.1_1,4,Boiga_irregularis,Q2XXL4,Vespryn
Micrurus_fulvius_GAEP01_id_lcl|GAEP01001746.1_prot_JAB53075.1_1_rep7,Boiga_irregularis_GBSH01_id_lcl|GBSH01002928.1_prot_JAG66099.1_1_rep5,Boiga_irregularis_GBSH01_id_lcl|GBSH01002928.1_prot_JAG66099.1_1,5,Boiga_irregularis,Q2XXL4,Vespryn
Micrurus_fulvius_GAEP01_id_lcl|GAEP01001746.1_prot_JAB53075.1_1_rep7,Boiga_irregularis_GBSH01_id_lcl|GBSH01002928.1_prot_JAG66099.1_1_rep6,Boiga_irregularis_GBSH01_id_lcl|GBSH01002928.1_prot_JAG66099.1_1,6,Boiga_irregularis,Q2XXL4,Vespryn
Micrurus_fulvius_GAEP01_id_lcl|GAEP01001746.1_prot_JAB53075.1_1_rep7,Boiga_irregularis_GBSH01_id_lcl|GBSH01002928.1_prot_JAG66099.1_1_rep7,Boiga_irregularis_GBSH01_id_lcl|GBSH01002928.1_prot_JAG66099.1_1,7,Boiga_irregularis,Q2XXL4,Vespryn
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01015998.1.p1,Boiga_irregularis_GDBA01_id_lcl|GDBA01000088.1_prot_JAS04573.1_1,Boiga_irregularis_GDBA01_id_lcl|GDBA01000088.1_prot_JAS04573.1_1,0,Boiga_irregularis,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Boiga_irregularis_GDBA01_id_lcl|GDBA01000088.1_prot_JAS04573.1_1_rep11,Boiga_irregularis_GDBA01_id_lcl|GDBA01000088.1_prot_JAS04573.1_1,11,Boiga_irregularis,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Boiga_irregularis_GDBA01_id_lcl|GDBA01000088.1_prot_JAS04573.1_1_rep12,Boiga_irregularis_GDBA01_id_lcl|GDBA01000088.1_prot_JAS04573.1_1,12,Boiga_irregularis,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Boiga_irregularis_GDBA01_id_lcl|GDBA01000088.1_prot_JAS04573.1_1_rep13,Boiga_irregularis_GDBA01_id_lcl|GDBA01000088.1_prot_JAS04573.1_1,13,Boiga_irregularis,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Boiga_irregularis_GDBA01_id_lcl|GDBA01000088.1_prot_JAS04573.1_1_rep14,Boiga_irregularis_GDBA01_id_lcl|GDBA01000088.1_prot_JAS04573.1_1,14,Boiga_irregularis,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Boiga_irregularis_GDBA01_id_lcl|GDBA01000088.1_prot_JAS04573.1_1_rep17,Boiga_irregularis_GDBA01_id_lcl|GDBA01000088.1_prot_JAS04573.1_1,17,Boiga_irregularis,B2BS84,Putative Kunitz-type serine protease inhibitor
Boiga_irregularis_GDBA01_id_lcl|GDBA01000088.1_prot_JAS04573.1_1_rep3,Boiga_irregularis_GDBA01_id_lcl|GDBA01000088.1_prot_JAS04573.1_1_rep2,Boiga_irregularis_GDBA01_id_lcl|GDBA01000088.1_prot_JAS04573.1_1,2,Boiga_irregularis,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Boiga_irregularis_GDBA01_id_lcl|GDBA01000088.1_prot_JAS04573.1_1_rep21,Boiga_irregularis_GDBA01_id_lcl|GDBA01000088.1_prot_JAS04573.1_1,21,Boiga_irregularis,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Boiga_irregularis_GDBA01_id_lcl|GDBA01000088.1_prot_JAS04573.1_1_rep24,Boiga_irregularis_GDBA01_id_lcl|GDBA01000088.1_prot_JAS04573.1_1,24,Boiga_irregularis,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Boiga_irregularis_GDBA01_id_lcl|GDBA01000088.1_prot_JAS04573.1_1_rep25,Boiga_irregularis_GDBA01_id_lcl|GDBA01000088.1_prot_JAS04573.1_1,25,Boiga_irregularis,B2BS84,Putative Kunitz-type serine protease inhibitor
Boiga_irregularis_GDBA01_id_lcl|GDBA01000088.1_prot_JAS04573.1_1_rep3,Boiga_irregularis_GDBA01_id_lcl|GDBA01000088.1_prot_JAS04573.1_1_rep3,Boiga_irregularis_GDBA01_id_lcl|GDBA01000088.1_prot_JAS04573.1_1,3,Boiga_irregularis,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Boiga_irregularis_GDBA01_id_lcl|GDBA01000088.1_prot_JAS04573.1_1_rep4,Boiga_irregularis_GDBA01_id_lcl|GDBA01000088.1_prot_JAS04573.1_1,4,Boiga_irregularis,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Boiga_irregularis_GDBA01_id_lcl|GDBA01000088.1_prot_JAS04573.1_1_rep6,Boiga_irregularis_GDBA01_id_lcl|GDBA01000088.1_prot_JAS04573.1_1,6,Boiga_irregularis,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Boiga_irregularis_GDBA01_id_lcl|GDBA01000088.1_prot_JAS04573.1_1_rep7,Boiga_irregularis_GDBA01_id_lcl|GDBA01000088.1_prot_JAS04573.1_1,7,Boiga_irregularis,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Boiga_irregularis_GDBA01_id_lcl|GDBA01000088.1_prot_JAS04573.1_1_rep9,Boiga_irregularis_GDBA01_id_lcl|GDBA01000088.1_prot_JAS04573.1_1,9,Boiga_irregularis,B2BS84,Putative Kunitz-type serine protease inhibitor
Boiga_irregularis_GDBA01_id_lcl|GDBA01000088.1_prot_JAS04573.1_1_rep3,Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1,Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1,0,Bothrops_atrox,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep10,Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1,10,Bothrops_atrox,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep11,Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1,11,Bothrops_atrox,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep12,Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1,12,Bothrops_atrox,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep13,Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1,13,Bothrops_atrox,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep14,Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1,14,Bothrops_atrox,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep15,Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1,15,Bothrops_atrox,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep17,Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1,17,Bothrops_atrox,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1,18,Bothrops_atrox,B2BS84,Putative Kunitz-type serine protease inhibitor
Boiga_irregularis_GDBA01_id_lcl|GDBA01000088.1_prot_JAS04573.1_1_rep3,Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep2,Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1,2,Bothrops_atrox,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep24,Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1,24,Bothrops_atrox,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep25,Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1,25,Bothrops_atrox,B2BS84,Putative Kunitz-type serine protease inhibitor
Boiga_irregularis_GDBA01_id_lcl|GDBA01000088.1_prot_JAS04573.1_1_rep3,Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep3,Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1,3,Bothrops_atrox,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep4,Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1,4,Bothrops_atrox,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep5,Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1,5,Bothrops_atrox,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep7,Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1,7,Bothrops_atrox,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01004899.1.p1_rep10,Bothrops_atrox_GEDR01_id_lcl|GEDR01000079.1_prot_JAV01883.1_1_rep15,Bothrops_atrox_GEDR01_id_lcl|GEDR01000079.1_prot_JAV01883.1_1,15,Bothrops_atrox,P0DUN4,Acidic phospholipase A2 braziliase-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01001426.1.p1,Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01001426.1.p1,Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01001426.1.p1,0,Bothrops_jararaca,P0DM53,C-type lectin galatrox (CTL)
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01001426.1.p1,Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01001426.1.p1_rep17,Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01001426.1.p1,17,Bothrops_jararaca,P0DM53,C-type lectin galatrox (CTL)
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01001426.1.p1_rep3,Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01001426.1.p1_rep3,Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01001426.1.p1,3,Bothrops_jararaca,P0DM53,C-type lectin galatrox (CTL)
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003256.1.p1,Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003256.1.p1,Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003256.1.p1,0,Bothrops_jararaca,Q71RP8,Snaclec stejaggregin-A subunit beta-3
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003256.1.p1,Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003256.1.p1_rep10,Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003256.1.p1,10,Bothrops_jararaca,Q71RP8,Snaclec stejaggregin-A subunit beta-3
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003256.1.p1,Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003256.1.p1_rep11,Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003256.1.p1,11,Bothrops_jararaca,Q71RP8,Snaclec stejaggregin-A subunit beta-3
